boleta,codigo_manzano,numero_hogar,municipio,distrito,barrio,otb,forma_de_residencia,tipo_de_vivienda,tenencia_de_la_vivienda,numero_miembros_en_el_hogar,persona_jefe,relacion_de_parentesco_13,jentrevistado,jefe_sexo,jefe_edad_anios,jefe_estado_civil,jefe_nivel_de_instruccion,jefe_ultimo_curso_aprobado,jefe_idioma_o_lengua_materna,jefe_departamento_de_nacimiento,jefe_provincia_de_nacimiento,jefe_municipio_de_nacimiento,jefe_localidad_de_nacimiento,jefe_pais_de_nacimiento,jefe_ciudad_de_nacimiento,jefe_departamento_de_residencia_2010,jefe_provincia_de_residencia_2010,jefe_municipio_de_residencia_2010,jefe_localidad_de_residencia_2010,jefe_pais_de_residencia_2010,jefe_ciudad_de_residencia,jefe_tiempo_de_residencia_anios,jefe_condicion_de_actividad,jefe_ocupacion_principal,jefe_categoria_ocupacional,jefe_rama_de_actividad,jefe_ocupacion_secundaria,persona,relacion_de_parentesco_40,entrevistado,sexo,edad_anios,estado_civil,p08nivel,p08curso,idioma_o_lengua_materna,departamento_de_nacimiento,provincia_de_nacimiento,municipio_de_nacimiento,localidad_de_nacimiento,pais_de_nacimiento,ciudad_de_nacimiento,departamento_de_residencia_2010,provincia_de_residencia_2010,municipio_de_residencia_2010,localidad_de_residencia_2010,pais_de_residencia_2010,ciudad_de_residencia_2010,tiempo_de_residencia_anios,condicion_de_actividad,ocupacion_principal,categoria_ocupacional,rama_de_actividad,ocupacion_secundaria,numero_de_miembros_que_trabajan,religion_de_entrevistado,identificacion_con_pueblo_originario,practica_de_q_hoa_y_challa,participacion_en_actividades_de_otb,participacion_en_organizaciones_gremiales,participacion_en_organizaciones_politicas,participacion_en_org_recreativas_y_deportivas,participacion_en_organizaciones_religiosas,participacion_en_org_culturales_o_folkloricas,percepcion_de_seguridad_del_municipio,lugar_mas_peligroso_o_inseguro,municipio_donde_se_localiza_el_lugar_inseguro,inseguridad_de_parques_plazas_plazuelas_calles_puentes,cual_parque_plaza_o_calle,inseguridad_de_mercados,cual_mercado,inseguridad_de_espacios_deportivos,cual_espacio_deportivo,inseguridad_de_lotes_baldios,dejar_de_frecuentar_por_inseguridad,tipos_de_hechos_mas_frecuentes,lugar_que_le_genera_miedo_cine,cual_cine,lugar_que_le_genera_miedo_universidades,cual_universidad,lugar_que_le_genera_miedo_disc,cual_discoteca_local,lugar_que_le_genera_miedo_tilines_cafe_internet,cual_tilin_o_cafe_internet,percepcion_sobre_seguridad_del_transporte_publico,transporte_publico_inseguro,percepcion_sobre_seguridad_del_barrio,hecho_de_inseguridad_en_el_barrio_en_los_ultimos_12_meses,tipo_de_hecho_ocurrido_100,tipo_de_hecho_ocurrido_101,existencia_el_el_barrio_de_personas_que_cometen_delito,existencia_el_el_barrio_de_inhaladores_de_clefa,existencia_el_el_barrio_de_actividades_pandilleras,nombre_de_las_pandillas,venta_de_drogas_en_el_barrio,hecho_de_violencia_en_los_ultimos_doce_meses,numero_de_veces,tipo_de_hecho,medios_utilizados_en_el_hecho_de_violencia_110,numero_de_personas_que_operaron_el_hecho,lugar_en_que_ocurrio_el_hecho_112,municipio_en_que_ocurrio_el_hecho_113,horario_en_que_ocurrio_el_hecho,acciones_realizadas_ante_el_hecho_115,institucion_a_la_que_acudion,otro_miembro_del_hogar_que_sufrio_hecho_de_violencia,parentesco_con_el_entrevistado,tipo_de_hecho_de_violencia,medios_utilizados_en_el_hecho_de_violencia_120,lugar_en_que_ocurrio_el_hecho_121,municipio_en_que_ocurrio_el_hecho_122,acciones_realizadas_ante_el_hecho_123,grupos_de_edad_de_mayor_propension_a_ser_victimas,caracteristicas_de_las_personas_que_generan_miedo,factores_que_inducen_a_cometer_delitos,institucion_responsable_de_la_seguridad_ciudadana,nivel_de_confianza_en_la_policia,nivel_de_confianza_en_el_gam,nivel_de_confianza_en_la_gobernacion,nivel_de_confianza_en_las_empresas_de_seguridad_privada,nivel_de_confianza_en_la_seguridad_vecinal_ot_bs,conocimiento_de_la_ley_integral_348,conocimiento_de_la_ley_264,conocimiento_de_la_ley_1008,conocimiento_de_la_ley_263,conocimiento_del_codigo_del_nino,conocimiento_de_la_ley_259,se_informa_por_medios_televisivos,medio_televisivo_por_el_que_se_informa,se_informa_por_medios_radiales,medio_radial_por_el_que_se_informa,se_informa_por_medios_escritos,medio_escrito_por_el_que_se_informa,se_informa_por_redes_sociales_o_internet,red_sociall_por_la_que_se_informa,principal_medio_por_el_que_se_entera_de_campanas_de_prevension,estrategias_utilizadas_para_prevenir_la_inseguridad_148,estrategias_utilizadas_para_prevenir_la_inseguridad_149,proteccion_de_la_vivienda_1,proteccion_de_la_vivienda_cerco_electrico,proteccion_de_la_vivienda_camaras_alarmas_portero_electronico,proteccion_de_la_vivienda_seguridad_privada,proteccion_de_la_vivienda_tener_perros,proteccion_de_la_vivienda_seguro_contra_robo,estrategias_para_porteger_la_vivienda,caracteristica_del_lugar_al_que_se_cambio_o_cambiaria,estrategias_uso_de_instrumentos_para_alertar_158,estrategias_uso_de_camaras_de_vigilancia,estrategias_carteles_inscripciones_en_la_pared,estrategias_munecos_colgados,estrategias_vigilancia_policial,estrategias_guardias_privados,estrategias_vigilancia_comunitaria_o_barrial,estrategias_cercar_el_barrio,estrategias_uso_de_instrumentos_para_alertar_166,estar_de_acuerdo_con_el_linchamiento,estar_de_acuerdo_con_la_pena_de_muerte,estar_de_acuerdo_con_la_castracion,estar_de_acuerdo_con_bloquear_caminos,estar_de_acuerdo_con_manifestaciones,estar_de_acuerdo_con_prohibir_ingreso_de_personas_ex,sentimiento_respecto_al_barrio,espacio_en_el_barrio_que_mas_frecuentan_los_vecinos,relacionamiento_con_los_vecinos_por_la_inseguridad
1386,TI-09,8,Tiquipaya,5,Chilimarca,Villa Satélite,Vivienda independiente,Casa independiente,Propia,7.0,NA,Jefe(a) de Hogar,NA,Hombre,50.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Carpintería,“Cuenta propia”,Muebles,Tienda,Grecia,Hijo(a),Entrevistado,Mujer,18.0,Soltero(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Estudió y trabajó,Tienda,“Cuenta propia”,Tienda del barrio,NA,7,Católica,Ninguno,Ocasionalmente,No,No,No,No,No,No,Inseguro,Todo,Tiquipaya,No,NA,Si,La Pampa,No,NA,No,No,Robo o asalto,No,NA,No,NA,Si,Por Quillacollo,No,NA,Seguro,Taxi,Inseguro,No,NA,NA,Si,No sabe,No sabe,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Desconocidos-sospechosos,Necesidad,Ninguna o no existe,Ninguna,Mas o menos,Mas o menos,Bastante,Ninguna,Si,Si,Si,Si,Si,Si,Si,UNITEL,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,Si,No,No,No,Si,No,No,Condominio cerrado,No,No,No,No,No,No,No,No se puede,Si,No,Cuando es necesario,Cuando es necesario,No,Si,No,Mis opiniones son bien recibidas,Canchas deportivas,Mayor relacionamiento
1387,TI-09,7,Tiquipaya,5,Chilimarca,Villa Satélite,Vivienda independiente,Casa independiente,Propia,8.0,NA,Jefe(a) de Hogar,NA,Hombre,39.0,Casado(a),Secundaria,4,Castellano,Oruro,Cercado,Oruro,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Línea trufi 113,“Empleado”,Transporte,NA,Jessica,Hijo(a),Entrevistado,Mujer,18.0,Soltero(a),Secundaria,6,Castellano,Cochabamba,Cercado,Arque,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,4,Católica,Aymara,Ocasionalmente,Si,Si,Si,Si,No,No,Seguro,Kioscos,Tiquipaya,Si,Puente del barrio,No,NA,Si,Canchita del barrio,No,No,Agresión física,No,NA,Si,San Simón,Si,NA,Si,NA,Seguro,Taxi,Seguro,Si,Peleas callejeras,NA,No sabe,No sabe,Si,3/18,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Desconocidos,Falta de orientación,Todas,Mas o menos,Mucha,Mas o menos,Bastante,Mas o menos,No,"Algo, muy poco",Si,Si,Si,Si,Si,UNITEL,No,NA,No,NA,No,NA,"Redes sociales, Internet",No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,Barrio o urbanización cerrada,No,No,No,Si,No,No,No,No se puede,Si,No,Si,Si,Si,Si,Si,Mis opiniones son bien recibidas,Canchas deportivas,Mayor relacionamiento
1388,TI-09,5,Tiquipaya,5,Chilimarca,Villa Satélite,Vivienda independiente,Casa independiente,Propia,2.0,NA,Jefe(a) de Hogar,Entrevistado,Mujer,58.0,Viudo(a),Primaria,1,Quechua,Potosí,Charcas,S.P. De Buena Vista,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Comerciante,“Cuenta propia”,"Aguayos, mantillas",NA,Teodora,Jefe(a) de Hogar,Entrevistado,Mujer,58.0,Viudo(a),Primaria,1,Quechua,Potosí,Charcas,S.P. De Buena Vista,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Comerciante,“Cuenta propia”,"Aguayos, mantillas",NA,2,Católica,Quechua,No,Si,No,No,No,No,No,Inseguro,NA,NA,Si,Puente en el barrio,Si,San Antonio-Calatayud,No,NA,Si,No,Robo o asalto,No,NA,Si,En la ciudad,Si,NA,Si,NA,Inseguro,Taxi,Inseguro,Si,Robo,Asalto,Si,No sabe,No sabe,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,"Borrachos, cleferos","Bebida, drogas",Gobernación,Ninguna,Mas o menos,Bastante,Mas o menos,Mas o menos,No,No,No,No,No,No,Si,RED UNO,Si,NA,Si,NA,Si,NA,Medios televisivos,No tomar taxi en la calle,No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,No se cambiaría,Si,No,No,Si,No,No,No,No se puede,No,Si,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,Otros,Mayor relacionamiento
1389,TI-09,3,Tiquipaya,5,Chilimarca,Villa Satélite,Vivienda independiente,Casa independiente,Anticrético,4.0,NA,Jefe(a) de Hogar,Entrevistado,Mujer,25.0,Conviviente,Primaria,3,Quechua,Cochabamba,German Jordán,Cliza,NA,NA,NA,Cochabamba,German Jordán,Cliza,NA,NA,NA,NA,Labores de casa y trabajó,Confección,“Empleado”,Ropa,NA,Lizeth,Jefe(a) de Hogar,Entrevistado,Mujer,25.0,Conviviente,Primaria,3,Quechua,Cochabamba,German Jordán,Cliza,NA,NA,NA,Cochabamba,German Jordán,Cliza,NA,NA,NA,NA,Labores de casa y trabajó,Confección,“Empleado”,Ropa,NA,1,Católica,Quechua,No,No,No,No,No,No,Si,Inseguro,Por el río,Tiquipaya,Si,Donde el río,Si,Barrio Chino,No,NA,Si,No,Agresión Psicológica,No,NA,No,NA,Si,Sonido Líder,No,NA,Inseguro,Micro,Inseguro,Si,Otro,NA,Si,Si,Si,NA,No sabe,Si,NA,Agresión Psicológica,"Golpes, patadas, puñetes",En grupo,Trojes-Kanarrancho,Tiquipaya,17,Acudir a alguna institución o  centro de salud,Defensorías,Si,Hijo(a),Agresión Psicológica,Ninguno,Trojes-Kanarrancho,Tiquipaya,Acudir a alguna institución o  centro de salud,Todos,Cuando nota actitudes raras,"Flojera, ignorancia",Ninguna o no existe,Ninguna,Mas o menos,Ninguna,Bastante,Bastante,No,No,No,"Algo, muy poco",Si,No,Si,UNITEL,No,NA,No,NA,No,NA,Medios televisivos,No tomar taxi en la calle,No salir a altas horas de la noche y/o no salir solo,No,No,No,No,Si,No,No,Edificio de departamentos,Si,No,No,Si,Si,No,No,No se puede,Si,Si,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,Canchas deportivas,Mayor aislamiento con los vecinos
1390,TI-09,1,Tiquipaya,5,Chilimarca,Villa Satélite,Vivienda independiente,Casa independiente,Propia,4.0,NA,Jefe(a) de Hogar,Entrevistado,Hombre,37.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Cerrajería,“Cuenta propia”,Trabajos de cerrajería,NA,Henry,Jefe(a) de Hogar,Entrevistado,Hombre,37.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Cerrajería,“Cuenta propia”,Trabajos de cerrajería,NA,2,Católica,Quechua,Si,No,No,No,Si,No,No,Inseguro,El Prado de Max Fernández,Tiquipaya,No,NA,No,NA,Si,La Canchita de Villa Satélite,Si,Si,Robo o asalto,No,NA,No,NA,Si,Chicherías de T'ogo,Si,Internet Mega,Seguro,Radio Taxi,Inseguro,No,NA,NA,Si,No sabe,No sabe,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,Grupos merodean a partir de las 20:00 no se puede salir de las casas,Mala educación de los padres,Todas,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,No,No,No,No,No,No,Si,UNITEL,No,NA,No,NA,No,NA,Medios televisivos,"Ninguna de las anteriores, nada",NA,No,No,No,No,Si,No,No,No se cambiaría,No,No,No,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,No,No tengo ninguna relación con los vecinos,Parques,Mayor relacionamiento
1391,TI-10,5,Tiquipaya,5,Monseñor Cañoto,Patujú Norte,Vivienda independiente,Casa independiente,Propia,26.0,NA,Jefe(a) de Hogar,NA,Mujer,73.0,Soltero(a),Secundaria,6,Otro extranjero,Santa Cruz,Ichilo,Buena Vista,NA,NA,NA,Cochabamba,German Jordán,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Profesora,NA,Educación,NA,Fernand,Otro no pariente,Entrevistado,Mujer,22.0,Soltero(a),Secundaria,6,Castellano,Santa Cruz,Ichilo,Buena Vista,NA,NA,NA,Santa Cruz,Ichilo,Roboré,NA,NA,NA,NA,Sólo labores de casa,NA,NA,NA,NA,3,Católica,Aymara,No,No,No,No,No,Si,No,Depende de la zona,Centro,Tiquipaya,No,NA,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,Cerca de la casa,Si,De Tiquipaya,Inseguro,Taxi,Seguro,No,NA,NA,No,No,No sabe,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Personas que engañan,"No tienen nada y necesitan, robo","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Mas o menos,Mas o menos,Bastante,Mas o menos,No,No,No,"Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,RED UNO,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,No,No,Si,Si,No,No,No,No se cambiaría,Si,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Sin respuesta,No sabe,Nunca tuve relación con los vecinos
1392,TI-10,6,Tiquipaya,5,Patujú Norte,Patujú Norte,Condominio o urbanización,Casa independiente,Propia,5.0,NA,Jefe(a) de Hogar,NA,Hombre,65.0,Casado(a),Universitario,5,Castellano,Santa Cruz,Vallegrande,NA,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Ingienería Civil,“Profesional independiente”,Empresa,NA,Bruno,Hijo(a),Entrevistado,Hombre,22.0,Soltero(a),Unversitario,2,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,1,Católica,Quechua,No,No,No,No,No,No,No,Depende de la zona,Zona Putucu,Tiquipaya,Si,Calle sin nombre Zona Putucu,No,NA,No,NA,Si,"No, porque necesita frecuentar",Robo o asalto,No,NA,No,NA,Si,Doña Eva,No,NA,Seguro,Taxi,Inseguro,Si,Robo,NA,No,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,Los que no son de la zona,No tienen padres,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Mas o menos,Bastante,Bastante,Poco,No,No,No,Si,No,"Algo, muy poco",Si,ATB,No,NA,No,NA,Si,Facebook,Medios televisivos,No tomar taxi en la calle,NA,Si,No,Si,No,No,No,No,Barrio o urbanización cerrada,Si,No,No,No,No,Si,No,No,Si,Si,Si,Cuando es necesario,No,Si,No,Muy pocas personas saben quién soy,Calles,Nunca tuve relación con los vecinos
1393,TI-10,10,Tiquipaya,5,Patujú,Patujú,Vivienda independiente,Casa independiente,Propia,5.0,NA,Jefe(a) de Hogar,Entrevistado,Hombre,50.0,Casado(a),Universitario,4,Castellano,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Dueño de restaurant,“Cuenta propia”,Comida,NA,NA,Jefe(a) de Hogar,Entrevistado,Hombre,50.0,Casado(a),Unversitario,4,Castellano,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Dueño de restaurant,“Cuenta propia”,Comida,NA,2,Católica,Ninguno,Ocasionalmente,No,No,No,No,No,No,Seguro,Zona Trojes,Tiquipaya,Si,Zona Trojes,Si,Tiquipaya,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,Zona Trojes,No,NA,Seguro,Radio Taxi,Seguro,Si,Asalto,NA,No,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,"Borrachos, cleferos","Alcohol, clefa",Gobernación,Ninguna,Mas o menos,Poco,Mas o menos,Bastante,No,No,"Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,ATB,Si,CENTRO,No,NA,No,NA,Medios televisivos,"Evitar calles vacías, lotes baldíos",No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,No,No,No,Cuando es necesario,Si,Cuando es necesario,No,Si,No,No tengo ninguna relación con los vecinos,Ninguno,Nunca tuve relación con los vecinos
1394,TI-10,13,Tiquipaya,5,Patujú,Patujú,Vivienda independiente,Casa independiente,Propia,7.0,NA,Jefe(a) de Hogar,NA,Hombre,65.0,Casado(a),Primaria,0,Castellano,Cochabamba,Cercado,NA,NA,NA,NA,Cochabamba,Cercado,NA,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Taller de motos,“Cuenta propia”,NA,NA,Rita,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,54.0,Casado(a),Secundaria,6,Castellano,Cochabamba,Cercado,NA,NA,NA,NA,Cochabamba,Cercado,NA,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Comerciante,“Cuenta propia”,Puesto de todo,NA,3,Católica,Ninguno,Ocasionalmente,Si,No,No,No,No,No,Inseguro,Chilimarca,Tiquipaya,Si,Khora,Si,Calatayud,No,NA,No,Si,Robo o asalto,No,NA,No,NA,Si,Centro Tiquipaya,Si,Trojes,Seguro,Trufi,Inseguro,Si,Robo,NA,Si,Si,Si,No se acuerda de Trojes,No sabe,Si,1,Robo o asalto,Otros,En grupo,Calatayud,Tiquipaya,18,Otra,NA,Si,Hijo(a),Agresión física,"Golpes, patadas, puñetes",Centro,Tiquipaya,Acudir a alguna institución o  centro de salud,Jóvenes,Extraña al barrio,Falta de control de padres,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Ninguna,Ninguna,Ninguna,Bastante,Si,No,Si,Si,Si,Si,Si,BOLIVISIÓN,Si,CENTRO,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,Si,Si,No,Si,No,No,Otro,No,No,No,No,No,No,No,No,Si,No,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,Otros,Nunca tuve relación con los vecinos
1395,TI-10,18,Tiquipaya,5,Aguas potables,Trojes,Vivienda independiente,Casa independiente,Propia,3.0,NA,Jefe(a) de Hogar,NA,Hombre,68.0,Casado(a),Técnico superior,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Es jubilado o rentista,NA,NA,NA,NA,Dela,Hijo(a),Entrevistado,Mujer,61.0,Casado(a),Unversitario,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Docente UNIVALLE,“Empleado”,Servicios de Educación,NA,2,Católica,Quechua,Si,No,No,No,No,No,No,Depende de la zona,Chilimarca,Tiquipaya,No,NA,No,NA,No,NA,No,Si,Robo o asalto,No,NA,No,NA,Si,Zona Sur,No,NA,Seguro,Taxi,Seguro,Si,Homicidio,NA,Si,No,Si,Trojeños,No,Si,2,Robo o asalto,Otros,En grupo,Aguas Potables,Tiquipaya,21,Ninguna,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,"Clefero, drogados",Sistema de crianza,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Mas o menos,Mas o menos,Mas o menos,Bastante,"Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,ATB,Si,Panamericana,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,Si,Si,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,Muy pocas personas saben quién soy,Ninguno,Mayor aislamiento con los vecinos
1396,TI-10,20,Tiquipaya,5,Urbanización Caracol,Trojes,Condominio o urbanización,Casa independiente,Alquilada,3.0,NA,Jefe(a) de Hogar,Entrevistado,Hombre,30.0,Casado(a),Universitario,5,Castellano,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Porteria,“Empleado”,Portero,NA,Paul,Jefe(a) de Hogar,Entrevistado,Hombre,30.0,Casado(a),Unversitario,5,Castellano,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Porteria,“Empleado”,Portero,NA,1,Católica,Quechua,Si,No,No,No,No,No,No,Depende de la zona,4 Esquinas,Tiquipaya,Si,Calles sin luz,No,NA,No,NA,Si,"No, porque necesita frecuentar",Agresión Psicológica,No,NA,No,NA,Si,Prado,No,NA,Inseguro,Taxi,Seguro,Si,NA,Secuestro,No sabe,No,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,"Estado de ebriedad, drogados",Alcohol,Gobernación,Poco,Bastante,Bastante,Mas o menos,Bastante,No,No,No,No,No,No,Si,UNITEL,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,No,No,No,No,No,No,No,No se cambiaría,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,Si,Si,Muy pocas personas saben quién soy,Otros,No existe inseguridad
1397,TI-10,21,Tiquipaya,5,Urbanización Caracol,Trojes,Condominio o urbanización,Casa independiente,Propia,6.0,NA,Jefe(a) de Hogar,Entrevistado,Hombre,60.0,Casado(a),Universitario,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Docente,“Empleado”,Educación,NA,María,Otro no pariente,Entrevistado,Mujer,25.0,Soltero(a),Primaria,6,Quechua,La Paz,Ingavi,Jesús de Machaca,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Tenía trabajo,Empleada doméstica,“Empleado”,Labores de casa,NA,3,Evangélica,Quechua,No,No,No,No,No,Si,No,Depende de la zona,Villa Esperanza,Tiquipaya,Si,Calles innominadas sin luz,No,NA,No,NA,Si,No,Robo o asalto,No,NA,No,NA,Si,Simón López,No,NA,Seguro,Taxi,Seguro,Si,Robo,NA,No,No,Si,Los Trojeños,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Borrachos,"Alcohol, no conocen a Dios","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Bastante,Mas o menos,Mas o menos,Bastante,Mas o menos,"Algo, muy poco",No,No,"Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,ATB,No,NA,Si,Extra,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,Si,Si,No,Si,No,No,No,No se cambiaría,No,No,No,No,No,Si,No,No,Si,No,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,No sabe,Nunca tuve relación con los vecinos
1398,TI-10,2,Tiquipaya,5,Patujú,Patucu,Vivienda independiente,Casa independiente,Propia,6.0,NA,Jefe(a) de Hogar,Entrevistado,Hombre,50.0,Casado(a),Universitario,5,Castellano,Cochabamba,Cercado,NA,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Labores de casa y trabajó,"Empleada, cuidadora",“Empleado”,Empleada del hogar,NA,Mario,Jefe(a) de Hogar,Entrevistado,Hombre,50.0,Casado(a),Unversitario,5,Castellano,Cochabamba,Cercado,NA,NA,NA,NA,Cochabamba,Quillacollo,Tiquipaya,NA,NA,NA,NA,Labores de casa y trabajó,"Empleada, cuidadora",“Empleado”,Empleada del hogar,NA,1,Evangélica,Quechua,Ocasionalmente,No,No,No,No,Si,No,Depende de la zona,Chilimarca,Tiquipaya,Si,Puente Khora,Si,San Antonio,No,NA,Si,Si,Robo o asalto,Si,NA,No,NA,Si,Doña Eva,Si,Plaza Tiquipaya,Seguro,Taxi,Seguro,Si,Secuestro,Asalto,No sabe,No,No sabe,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Hijo(a),Otro,"Golpes, patadas, puñetes",Puente Khora,Tiquipaya,Alertar al barrio,Niños y  Adolescentes,Hombres jóvenes con cara cortada,"Falta de ganas de trabajar, enfermos de la cabeza","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,No,No,Si,Si,Si,"Algo, muy poco",Si,RED UNO,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,NA,Si,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,No,No,No,No,No,No,Cuando es necesario,Si,Cuando es necesario,Cuando es necesario,No,Me siento identificado con mi barrio,Ninguno,Mayor aislamiento con los vecinos
